customer_id,card_age_months,avg_monthly_transactions,avg_transaction_amount,months_since_last_transaction,transaction_trend,unique_merchant_count,international_usage,complaint_count,churned
2303,32,9.0,1.96,0,-0.555,22,0,0,0
2304,53,16.0,13.2,1,0.665,13,1,0,0
2305,30,7.9,11.52,3,0.936,1,0,0,1
2306,39,10.0,3.77,0,0.722,14,0,0,0
2307,31,10.0,61.52,0,0.919,9,0,0,0
2308,2,16.0,34.48,6,0.341,9,0,0,0
2309,12,15.0,31.88,3,0.974,4,0,0,0
2310,39,17.0,9.42,0,-0.007,21,0,1,0
2311,66,15.0,34.55,0,0.589,2,0,0,0
2312,13,11.0,29.67,0,0.943,16,0,0,0
2313,46,17.0,29.04,0,0.419,5,0,0,0
2314,27,4.3,9.28,3,0.913,20,0,0,1
2315,17,12.0,5.95,0,-0.493,18,0,0,0
2316,60,14.0,18.12,2,-0.399,2,0,1,0
2317,64,9.3,40.67,4,-0.206,14,1,0,1
2318,35,15.0,4.54,0,-0.071,15,0,0,0
2319,70,22.0,28.91,0,0.795,10,1,1,0
2320,30,12.0,43.34,3,0.776,16,0,0,0
2321,71,14.0,198.06,2,0.316,8,0,0,0
2322,63,15.0,111.41,0,-0.535,24,0,0,0
2323,28,17.0,149.06,1,-0.519,24,0,0,0
2324,60,7.0,102.89,3,0.263,21,0,0,0
2325,37,13.0,53.37,0,0.007,14,0,0,0
2326,22,12.0,118.3,0,-0.483,20,0,0,0
2327,68,15.0,49.98,0,-0.664,10,0,1,0
2328,20,8.4,11.41,6,0.445,13,0,0,1
2329,68,16.0,27.95,0,0.626,19,0,2,0
2330,64,6.0,50.01,0,-0.477,2,1,0,0
2331,17,14.0,99.47,0,-0.15,5,0,0,0
2332,12,8.9,5.85,6,0.427,14,0,0,1
2333,22,19.0,2.4,0,-0.062,24,0,0,0
2334,17,13.0,93.52,2,0.923,21,1,0,0
2335,10,19.0,62.58,0,-0.741,23,0,0,0
2336,65,18.0,103.33,2,0.709,21,1,0,0
2337,22,16.0,225.5,2,-0.388,24,0,0,0
2338,50,13.0,17.37,0,0.374,8,0,0,0
2339,14,14.0,12.96,0,-0.493,1,0,0,0
2340,64,17.0,25.02,0,0.933,5,0,0,0
2341,47,14.0,126.21,0,-0.9,11,0,0,0
2342,29,7.0,0.84,2,0.027,8,0,1,0
2343,36,19.0,0.64,0,0.821,17,0,0,0
2344,52,14.0,14.66,1,-0.06,10,0,0,0
2345,7,14.0,28.29,0,0.681,14,1,0,0
2346,29,16.0,21.6,0,0.9,1,0,0,0
2347,11,19.0,104.55,0,-0.864,5,0,0,0
2348,33,13.0,70.22,0,-0.022,15,0,1,0
2349,6,17.0,109.15,0,0.373,10,0,0,0
2350,32,12.0,29.05,1,0.664,15,0,1,0
2351,51,19.0,54.35,0,-0.674,1,1,0,0
2352,58,18.0,43.47,3,0.134,24,0,0,0
2353,26,9.0,19.98,4,-0.674,11,0,0,1
2354,46,3.7,11.52,3,0.511,18,0,0,1
2355,29,4.7,40.54,6,-0.431,6,0,0,1
2356,4,6.5,26.64,4,-0.462,2,0,0,1
2357,13,12.0,4.91,0,0.54,2,1,0,0
2358,39,19.0,0.03,0,0.684,17,0,0,0
2359,15,20.0,1.23,1,-0.313,22,0,1,0
2360,29,21.0,4.74,0,0.002,5,0,0,0
2361,29,15.0,27.81,5,0.387,20,1,0,0
2362,32,13.0,21.89,0,0.49,14,0,0,0
2363,2,13.0,10.22,2,0.54,12,1,0,0
2364,47,14.0,43.47,1,-0.219,4,0,0,0
2365,22,11.0,210.76,5,0.073,9,0,0,0
2366,27,20.0,10.51,2,-0.781,18,0,0,0
2367,67,16.0,17.31,0,0.897,10,0,0,0
2368,56,12.0,37.21,0,0.403,7,0,0,0
2369,21,19.0,61.44,3,-0.249,5,0,0,0
2370,47,15.0,55.01,4,-0.221,15,1,0,0
2371,59,12.4,18.26,3,-0.819,13,0,1,1
2372,6,15.0,80.2,2,-0.086,14,1,2,0
2373,19,17.0,112.23,0,0.346,4,0,1,0
2374,57,19.0,412.51,1,0.905,6,0,1,0
2375,69,18.0,37.59,4,0.295,15,0,0,0
2376,3,14.0,317.38,0,0.301,13,0,1,0
2377,1,21.0,78.67,0,0.573,13,0,3,0
2378,58,21.0,64.26,0,0.02,18,0,1,0
2379,38,17.0,61.25,1,-0.936,17,0,0,0
2380,15,15.0,144.97,1,0.78,1,0,0,0
2381,34,15.0,177.31,1,-0.195,4,0,1,0
2382,61,13.0,11.8,0,0.969,11,0,0,0
2383,35,16.0,40.8,0,-0.187,19,0,0,0
2384,64,10.0,170.27,2,0.337,13,0,1,0
2385,25,5.8,13.79,6,-0.08,16,0,0,1
2386,24,21.0,15.89,0,-0.535,19,0,0,0
2387,12,17.0,6.5,0,0.862,15,0,0,0
2388,18,15.0,54.56,2,0.254,12,0,0,0
2389,15,12.0,72.29,0,-0.099,23,0,0,0
2390,27,14.0,13.06,0,-0.712,8,0,0,0
2391,60,16.0,67.18,1,0.998,22,1,0,0
2392,46,12.0,137.93,1,0.79,1,0,0,0
2393,17,18.0,16.75,0,-0.154,22,1,0,0
2394,53,11.1,3.6,6,-0.657,8,0,0,1
2395,8,16.0,108.26,0,-0.941,5,0,1,0
2396,27,10.0,148.94,0,-0.696,24,0,1,0
2397,46,15.0,14.51,0,0.069,1,0,0,0
2398,50,22.0,76.67,2,0.632,12,0,0,0
2399,71,10.0,53.63,4,-0.273,4,0,1,0
2400,3,9.0,16.4,0,-0.132,15,0,0,0
2401,64,15.0,104.12,0,-0.053,9,0,1,0
2402,44,16.0,38.14,0,-0.965,10,0,0,0
2403,53,18.0,72.31,0,-0.646,21,0,1,0
2404,24,16.0,21.52,1,0.002,13,1,1,0
2405,60,14.0,101.5,2,-0.441,10,0,1,0
2406,3,16.0,18.41,0,0.047,10,0,0,0
2407,20,5.5,19.64,5,-0.784,14,0,0,1
2408,46,16.0,29.8,2,0.606,19,0,0,0
2409,15,9.0,13.87,0,0.567,19,0,0,0
2410,25,11.0,124.46,0,0.34,1,0,0,0
2411,71,12.0,7.23,0,0.063,22,0,0,0
2412,17,12.0,49.69,1,-0.22,22,0,0,0
2413,9,7.0,100.97,1,0.365,24,0,1,0
2414,38,17.0,52.18,1,0.564,8,0,1,0
2415,48,12.0,23.75,0,0.617,17,0,0,0
2416,60,16.0,91.22,0,-0.305,23,0,2,0
2417,63,4.1,25.81,3,-0.612,10,0,1,1
2418,2,4.7,7.52,3,-0.316,1,0,0,1
2419,11,5.6,15.61,4,-0.985,8,0,1,1
2420,64,6.3,27.27,5,-0.154,5,0,1,1
2421,21,15.0,64.51,0,-0.453,2,0,0,0
2422,18,10.0,47.66,0,0.58,19,0,1,0
2423,64,6.6,11.51,3,0.35,2,0,1,1
2424,38,9.0,24.75,5,-0.948,20,0,0,1
2425,32,20.0,24.25,0,-0.711,23,0,1,0
2426,11,18.0,15.29,0,0.084,24,0,0,0
2427,45,20.0,174.6,0,0.236,11,0,0,0
2428,33,11.0,22.69,2,0.538,3,0,0,0
2429,41,14.0,24.53,2,0.937,9,0,0,0
2430,8,12.0,136.25,2,0.404,8,0,0,0
2431,11,20.0,9.24,0,0.09,6,0,0,0
2432,51,18.0,52.71,0,-0.171,14,0,1,0
2433,41,18.0,91.87,0,0.476,8,1,0,0
2434,17,17.0,19.18,0,0.87,15,0,0,0
2435,46,12.0,111.51,6,-0.154,24,0,1,0
2436,32,14.0,88.09,0,0.169,3,0,0,0
2437,54,18.0,39.94,0,-0.586,23,0,0,0
2438,20,18.0,7.58,2,0.715,8,0,1,0
2439,33,11.0,210.61,0,0.427,22,0,0,0
2440,40,7.1,41.84,5,-0.291,16,1,0,1
2441,32,14.0,43.68,0,0.748,6,1,2,0
2442,2,17.0,130.0,3,0.942,7,0,0,0
2443,33,5.8,15.82,3,-0.423,13,0,2,1
2444,30,15.0,49.76,0,-0.627,20,0,0,0
2445,33,19.0,117.29,0,0.664,9,1,1,0
2446,26,11.0,29.95,0,0.165,19,0,0,0
2447,22,18.0,88.81,0,0.769,7,0,0,0
2448,66,11.0,17.75,0,-0.305,16,0,0,0
2449,38,11.0,72.71,4,0.163,24,0,1,0
2450,46,16.0,42.85,0,0.154,7,0,0,0
2451,15,16.0,10.81,0,-0.624,15,0,0,0
2452,44,24.0,8.77,0,0.984,5,1,1,0
2453,49,16.0,36.71,2,0.328,2,0,1,0
2454,61,8.0,59.11,4,0.328,2,0,0,1
2455,67,15.0,55.47,0,-0.406,20,1,0,0
2456,6,13.0,115.75,0,0.301,5,0,0,0
2457,9,17.0,29.62,0,0.666,12,1,0,0
2458,6,17.0,111.34,0,0.627,4,0,1,0
2459,32,13.0,2.26,1,0.839,18,0,0,0
2460,41,12.0,27.32,0,-0.703,20,0,0,0
2461,8,8.5,3.59,4,-0.634,11,1,0,1
2462,50,13.0,150.98,0,0.42,21,0,0,0
2463,62,12.7,18.04,5,0.615,20,0,0,1
2464,62,16.0,22.8,0,0.349,6,0,0,0
2465,7,4.8,16.4,3,-0.714,13,0,0,1
2466,4,11.0,45.67,5,0.19,23,0,0,0
2467,6,8.5,50.2,6,0.497,5,0,0,1
2468,58,6.7,26.43,3,-0.726,4,0,0,1
2469,22,16.0,33.87,0,-0.888,10,0,0,0
2470,26,17.0,195.2,0,-0.49,2,0,0,0
2471,3,14.0,207.58,2,-0.818,8,1,0,0
2472,41,3.8,1.67,4,-0.703,20,0,0,1
2473,60,15.0,73.62,0,-0.593,20,0,1,0
2474,14,18.0,27.89,5,0.061,3,0,0,0
2475,12,14.0,67.47,1,-0.688,9,1,0,0
2476,12,12.0,60.79,0,0.209,20,0,0,0
2477,13,15.0,24.04,0,-0.419,2,0,0,0
2478,25,18.0,259.01,0,-0.379,17,0,0,0
2479,45,16.0,26.51,0,0.935,1,1,0,0
2480,19,9.0,59.98,2,0.61,24,1,0,0
2481,55,18.0,100.72,0,-0.152,17,0,0,0
2482,45,9.0,9.43,1,-0.105,5,0,0,0
2483,8,13.0,21.45,2,-0.77,13,0,0,0
2484,53,14.0,13.31,4,0.689,8,1,0,0
2485,55,11.0,91.35,1,-0.992,7,0,0,0
2486,32,13.0,96.93,1,-0.711,23,0,0,0
2487,51,19.0,17.74,4,0.068,14,0,0,0
2488,44,8.0,0.25,0,-0.623,8,0,0,0
2489,70,14.0,33.03,0,0.266,11,0,0,0
2490,18,6.0,51.48,4,-0.993,3,0,0,1
2491,22,25.0,58.45,0,-0.803,5,0,1,0
2492,37,15.0,35.4,0,0.529,18,1,0,0
2493,56,19.0,21.57,0,0.153,5,1,0,0
2494,59,24.0,38.59,0,-0.961,13,0,0,0
2495,3,15.0,0.91,2,-0.588,5,0,1,0
2496,28,15.0,4.6,0,-0.522,2,0,1,0
2497,35,17.0,10.65,0,0.698,13,0,0,0
2498,61,13.0,58.91,3,0.165,6,0,0,0
2499,54,16.0,14.82,1,0.083,17,0,0,0
2500,63,9.0,33.03,1,-0.827,8,1,0,0
2501,7,14.0,58.28,0,0.314,17,0,0,0
2502,49,15.0,106.52,0,-0.688,19,1,0,0
2503,31,14.0,47.86,0,0.043,15,0,1,0
2504,58,16.0,11.7,1,0.185,1,1,1,0
2505,61,16.0,181.87,1,0.684,18,0,0,0
2506,24,12.0,5.66,1,0.613,7,0,0,0
2507,20,13.6,16.28,4,-0.62,7,0,0,1
2508,37,12.0,152.54,0,0.832,16,1,0,0
2509,4,18.0,55.33,0,-0.994,11,0,1,0
2510,20,9.0,65.2,1,-0.34,5,0,0,0
2511,60,14.0,21.55,1,-0.867,21,0,0,0
2512,24,15.0,4.91,0,0.442,14,0,0,0
2513,50,14.0,27.32,0,0.0,23,0,0,0
2514,49,4.4,23.11,3,-0.65,10,0,0,1
2515,51,13.0,18.91,1,-0.83,5,0,0,0
2516,36,20.0,14.56,0,-0.548,24,0,0,0
2517,66,21.0,26.36,4,0.842,19,0,0,0
2518,34,16.0,61.2,0,0.355,18,0,0,0
2519,36,8.0,134.61,4,-0.516,4,0,1,1
2520,6,12.0,73.0,0,0.787,23,0,0,0
2521,39,18.0,90.74,1,-0.727,9,0,1,0
2522,42,19.0,21.92,1,0.377,19,0,0,0
2523,58,17.0,6.64,1,-0.15,11,0,0,0
2524,12,12.0,20.68,0,-0.463,3,0,0,0
2525,3,14.0,30.92,1,-0.475,11,0,0,0
2526,18,10.0,70.25,0,0.002,7,0,0,0
2527,40,16.0,168.17,0,0.863,17,1,0,0
2528,21,19.0,99.42,0,0.485,23,0,1,0
2529,15,8.0,18.59,1,0.324,18,1,0,0
2530,26,13.0,102.99,0,0.751,15,0,0,0
2531,8,21.0,31.84,0,0.141,17,1,0,0
2532,42,19.0,11.57,0,-0.616,17,0,0,0
2533,44,11.0,37.11,0,0.954,24,0,1,0
2534,14,19.0,49.7,1,0.069,10,0,0,0
2535,2,16.0,86.48,1,-0.369,15,0,0,0
2536,37,16.0,25.84,0,0.556,23,0,0,0
2537,69,10.0,9.52,4,-0.072,16,0,0,0
2538,38,14.0,5.95,1,-0.975,15,0,0,0
2539,41,6.2,4.59,4,-0.36,9,0,0,1
2540,62,16.0,179.77,1,-0.086,21,1,0,0
2541,60,6.0,181.88,0,-0.255,19,0,0,0
2542,14,17.0,207.96,1,0.103,1,0,0,0
2543,2,16.0,21.61,0,-0.633,2,0,0,0
2544,70,23.0,12.76,1,0.145,6,0,2,0
2545,17,20.0,237.53,6,0.973,24,0,0,0
2546,28,17.0,266.71,0,0.508,9,1,0,0
2547,66,10.0,4.9,0,0.369,24,1,2,0
2548,35,7.0,83.79,0,-0.599,18,0,0,0
2549,5,22.0,20.44,0,0.164,1,0,0,0
2550,65,8.0,144.01,2,0.639,10,1,0,0
2551,40,20.0,5.61,0,-0.519,4,1,0,0
2552,56,13.0,131.67,0,-0.826,14,0,0,0
2553,36,9.0,0.16,1,0.324,21,0,0,0
2554,45,18.0,44.29,1,0.347,6,0,0,0
2555,23,19.0,24.53,1,0.609,20,0,1,0
2556,47,10.0,33.45,0,0.259,5,0,0,0
2557,31,16.0,34.13,2,0.696,15,0,0,0
2558,11,11.0,63.61,0,-0.468,24,0,0,0
2559,10,18.0,1.4,0,-0.929,10,0,0,0
2560,67,20.0,70.54,0,0.466,3,1,0,0
2561,14,12.0,1.35,1,-0.228,17,0,0,0
2562,10,16.0,12.29,0,-0.581,9,0,0,0
2563,1,18.0,56.0,0,-0.897,9,0,0,0
2564,5,16.0,5.42,2,0.511,15,0,0,0
2565,20,14.0,281.99,0,0.653,18,1,1,0
2566,8,20.0,92.06,5,-0.222,3,0,1,0
2567,43,17.0,73.38,5,0.77,8,0,0,0
2568,1,15.0,18.69,1,-0.169,3,0,0,0
2569,57,13.0,2.99,2,0.903,19,0,1,0
2570,64,18.0,231.17,1,0.966,22,0,0,0
2571,28,18.0,9.6,0,0.635,13,1,0,0
2572,37,15.0,106.52,1,-0.488,22,0,0,0
2573,47,11.0,13.2,2,-0.267,16,1,0,0
2574,37,10.0,28.11,2,0.065,7,1,0,0
2575,49,6.0,38.12,4,-0.343,20,1,0,1
2576,44,10.0,174.42,4,0.638,5,0,0,0
2577,56,17.0,1.2,0,0.855,19,1,0,0
2578,28,12.0,18.13,2,0.972,2,0,0,0
2579,6,14.0,86.88,1,-0.327,3,0,0,0
2580,61,3.2,7.97,4,-0.46,3,1,0,1
2581,20,10.6,4.74,0,-0.678,2,0,2,1
2582,2,14.0,2.84,2,-0.905,16,0,0,0
2583,37,12.0,41.89,0,-0.646,17,0,0,0
2584,20,9.0,87.59,0,-0.431,16,0,1,0
2585,26,17.0,195.79,0,-0.218,16,0,0,0
2586,29,4.6,10.97,5,-0.781,19,0,1,1
2587,1,12.0,7.76,1,0.64,17,1,0,0
2588,35,13.0,30.91,1,0.238,24,0,0,0
2589,70,18.0,3.42,0,0.125,5,1,0,0
2590,59,12.0,24.15,1,0.091,12,0,0,0
2591,69,10.9,43.77,5,-0.42,22,1,0,1
2592,33,18.0,11.05,0,0.875,12,0,0,0
2593,51,10.4,43.61,6,-0.537,7,0,1,1
2594,12,13.0,214.42,0,0.337,7,0,0,0
2595,20,8.4,79.06,6,-0.494,4,1,1,1
2596,53,19.0,26.48,1,0.979,6,1,0,0
2597,43,4.0,32.84,0,0.823,16,0,1,0
2598,50,7.1,13.25,0,-0.471,8,1,2,1
2599,29,15.0,117.92,0,0.975,6,0,1,0
2600,57,16.0,305.25,0,0.252,23,1,0,0
2601,39,17.0,104.89,1,0.457,19,0,0,0
2602,56,22.0,49.0,0,-0.434,10,0,1,0
2603,43,8.0,3.6,5,-0.568,16,0,0,1
2604,50,11.0,185.38,2,0.716,2,0,0,0
2605,23,7.2,67.8,5,-0.45,14,0,0,1
2606,44,20.0,110.49,2,0.835,11,0,0,0
2607,38,16.0,29.84,0,-0.267,24,0,0,0
2608,23,12.0,35.56,0,-0.982,24,0,1,0
2609,45,17.0,7.65,1,0.184,2,0,0,0
2610,52,19.0,166.71,2,-0.293,3,1,0,0
2611,50,4.4,130.4,3,0.952,22,0,0,1
2612,8,17.0,17.62,0,-0.227,11,1,0,0
2613,1,15.0,71.45,1,-0.371,4,0,0,0
2614,8,13.0,13.65,1,0.133,14,0,0,0
2615,29,13.0,29.95,1,0.46,5,0,1,0
2616,5,8.0,21.6,0,0.933,3,0,0,0
2617,47,15.0,29.62,0,-0.861,8,1,0,0
2618,34,12.0,22.17,3,-0.161,10,0,0,0
2619,65,10.8,15.35,3,0.327,12,0,1,1
2620,55,18.0,93.94,1,-0.99,8,1,1,0
2621,43,15.0,21.4,5,-0.022,23,0,0,0
2622,30,15.0,101.15,3,0.613,7,1,0,0
2623,17,16.0,50.35,2,-0.898,2,0,0,0
2624,26,19.0,90.97,1,-0.319,12,0,0,0
2625,8,19.0,150.72,1,-0.198,22,0,1,0
2626,47,14.0,8.94,0,0.433,20,0,0,0
2627,46,11.0,25.29,1,-0.409,11,0,1,0
2628,68,16.0,3.43,1,-0.507,9,1,0,0
2629,33,22.0,31.34,0,-0.769,5,1,0,0
2630,1,8.0,16.26,5,0.992,6,1,0,0
2631,19,14.0,50.87,0,-0.057,7,0,0,0
2632,31,13.0,91.78,0,-0.904,14,0,1,0
2633,14,19.0,39.97,0,-0.847,18,0,0,0
2634,53,10.0,24.35,1,-0.744,15,0,0,0
2635,48,6.3,5.46,0,-0.577,1,0,2,1
2636,69,9.0,1.63,0,0.481,16,0,1,0
2637,62,15.0,67.97,0,0.117,15,0,0,0
2638,66,15.0,1.86,0,0.553,22,1,1,0
2639,64,8.0,152.18,0,-0.96,9,1,0,0
2640,70,8.0,54.12,0,-0.47,7,1,0,0
2641,63,11.0,26.15,0,-0.189,12,0,0,0
2642,33,17.0,2.57,0,-0.142,9,1,0,0
2643,41,10.0,32.01,2,-0.893,12,1,1,0
2644,48,12.0,121.18,0,0.023,11,0,2,0
2645,13,12.0,210.04,0,-0.427,3,0,0,0
2646,31,20.0,5.33,0,-0.617,13,0,0,0
2647,68,10.0,90.07,0,0.342,5,1,1,0
2648,4,4.9,9.42,3,-0.832,22,0,1,1
2649,19,17.0,28.63,0,0.734,22,0,0,0
2650,70,14.0,47.6,5,0.8,21,0,1,0
2651,13,23.0,314.73,0,-0.349,18,1,1,0
2652,23,14.0,14.05,0,0.974,11,0,0,0
2653,1,7.7,5.36,3,-0.197,3,0,1,1
2654,54,5.0,23.24,6,0.925,22,0,0,1
2655,71,15.0,115.06,0,0.974,9,0,1,0
2656,15,19.0,62.68,0,0.654,8,1,0,0
2657,65,23.0,25.62,1,-0.75,24,0,1,0
2658,71,11.0,226.29,1,0.169,8,0,1,0
2659,15,5.0,238.79,5,0.464,13,0,0,1
2660,21,17.0,88.35,0,-0.845,11,0,0,0
2661,19,14.0,97.3,0,0.787,6,1,0,0
2662,60,26.0,85.84,1,0.704,13,0,0,0
2663,33,14.0,17.88,0,0.868,11,0,1,0
2664,49,22.0,9.77,0,0.029,14,0,0,0
2665,35,11.0,48.49,0,-0.351,14,0,0,0
2666,44,13.0,184.94,0,0.013,19,1,1,0
2667,11,6.5,81.9,5,0.459,5,1,0,1
2668,66,16.0,6.78,0,-0.168,15,0,1,0
2669,46,19.0,3.52,4,-0.296,13,0,0,0
2670,9,21.0,124.18,1,-0.846,24,0,0,0
2671,3,19.0,56.96,3,-0.106,16,0,0,0
2672,26,16.0,21.77,0,-0.214,19,0,0,0
2673,48,12.0,49.5,6,0.327,17,0,0,0
2674,66,17.0,15.04,1,-0.123,16,0,0,0
2675,70,15.0,176.19,0,-0.992,14,0,0,0
2676,28,10.0,105.34,0,-0.031,17,0,0,0
2677,26,18.0,196.59,4,0.547,7,0,0,0
2678,25,12.0,12.43,1,0.891,6,0,1,0
2679,12,14.0,111.35,0,-0.614,5,1,0,0
2680,5,14.0,49.3,2,-0.155,24,0,0,0
2681,48,17.0,23.58,0,0.695,24,0,0,0
2682,37,4.4,19.48,3,-0.914,1,0,0,1
2683,44,16.0,173.36,1,-0.3,16,0,0,0
2684,15,14.0,70.55,0,0.182,23,0,0,0
2685,43,17.0,26.77,0,-0.315,14,0,0,0
2686,48,22.0,552.43,0,-0.021,2,0,0,0
2687,70,12.0,25.46,5,0.878,4,0,0,0
2688,46,16.0,100.83,1,-0.952,1,1,1,0
2689,43,11.0,92.05,2,-0.844,2,0,0,0
2690,21,17.0,77.01,0,-0.606,9,0,2,0
2691,23,22.0,66.42,0,-0.23,1,0,0,0
2692,47,9.0,6.9,3,-0.058,23,0,1,0
2693,15,17.0,317.37,0,-0.927,20,0,0,0
2694,25,19.0,10.54,0,0.765,23,0,0,0
2695,36,12.0,54.4,0,0.517,16,0,1,0
2696,51,14.0,17.19,1,-0.464,14,0,0,0
2697,15,17.0,11.09,0,-0.486,23,0,0,0
2698,68,16.0,49.19,0,-0.949,13,1,1,0
2699,21,19.0,108.6,1,-0.202,19,0,0,0
2700,13,20.0,28.39,1,-0.491,15,0,1,0
2701,19,19.0,4.82,0,0.237,18,1,0,0
2702,34,13.0,58.65,0,0.096,3,0,1,0
2703,68,17.0,87.26,2,0.914,15,1,0,0
2704,52,5.9,10.83,4,0.59,15,1,0,1
2705,27,17.0,70.39,0,-0.838,5,1,0,0
2706,29,18.0,4.73,0,0.409,13,0,2,0
2707,28,14.0,26.91,0,-0.786,24,0,0,0
2708,35,16.0,38.56,0,-0.354,20,0,0,0
2709,8,13.0,91.39,0,0.11,16,0,0,0
2710,16,14.0,24.76,1,-0.009,22,0,0,0
2711,36,16.0,36.28,1,0.387,20,0,0,0
2712,30,14.0,59.39,1,0.62,15,0,0,0
2713,18,17.0,58.7,0,0.659,14,1,1,0
2714,2,21.0,43.76,1,-0.883,9,0,0,0
2715,49,24.0,23.89,0,0.283,21,1,0,0
2716,4,11.0,66.51,0,0.923,18,0,0,0
2717,7,18.0,108.9,2,0.51,17,0,0,0
2718,39,17.0,10.02,0,0.04,5,0,0,0
2719,13,13.0,24.97,0,0.997,15,0,0,0
2720,31,18.0,66.29,1,-0.912,24,0,0,0
2721,71,18.0,84.58,1,-0.824,11,1,2,0
2722,63,18.0,91.25,0,0.536,22,0,0,0
2723,56,11.0,63.55,0,0.099,12,0,0,0
2724,42,16.0,39.04,1,-0.751,7,0,1,0
2725,61,21.0,62.27,5,-0.249,20,1,0,0
2726,42,9.1,6.63,6,-0.871,21,0,1,1
2727,56,14.0,13.97,6,0.053,9,0,1,0
2728,36,12.0,157.48,0,-0.792,3,0,0,0
2729,68,14.0,153.19,0,-0.986,17,0,0,0
2730,7,11.0,77.22,0,-0.355,24,0,0,0
2731,54,16.0,23.76,0,-0.532,9,0,0,0
2732,1,14.0,62.79,0,-0.276,11,0,0,0
2733,44,17.0,69.85,1,-0.299,14,0,0,0
2734,45,12.0,43.43,0,0.26,10,1,1,0
2735,47,16.0,82.82,0,0.36,4,0,0,0
2736,13,17.0,1.81,1,-0.745,16,0,0,0
2737,22,15.0,17.76,0,-0.023,16,0,0,0
2738,21,16.0,94.92,0,0.778,12,1,0,0
2739,9,13.0,167.52,1,-0.703,6,0,0,0
2740,26,11.0,125.29,0,0.934,7,0,1,0
2741,9,7.0,75.63,2,-0.961,23,0,0,0
2742,15,5.2,4.49,5,-0.801,8,0,0,1
2743,10,14.0,27.6,0,-0.645,6,0,1,0
2744,42,16.0,3.09,1,-0.06,7,0,0,0
2745,24,19.0,61.28,0,-0.402,9,0,0,0
2746,49,16.0,35.86,5,-0.164,16,0,0,0
2747,26,11.0,51.06,0,0.882,22,0,0,0
2748,37,7.5,121.31,3,-0.317,13,1,1,1
2749,68,23.0,30.88,1,0.696,15,0,1,0
2750,50,17.0,21.98,2,-0.854,18,1,0,0
2751,24,20.0,9.79,5,0.624,4,0,0,0
2752,19,14.0,9.3,0,0.803,5,0,0,0
2753,60,17.0,43.86,0,-0.43,8,0,0,0
2754,39,15.0,82.99,2,0.094,4,0,0,0
2755,18,11.0,25.81,3,-0.626,17,0,0,1
2756,19,17.0,123.95,1,-0.818,17,0,0,0
2757,36,6.9,15.91,3,0.541,2,0,0,1
2758,55,11.0,54.24,2,0.26,24,0,0,0
2759,69,17.0,64.95,5,0.504,16,0,0,0
2760,47,10.0,19.77,1,-0.121,19,0,2,0
2761,49,7.0,30.28,0,-0.501,22,0,0,0
2762,33,20.0,53.63,1,-0.146,7,0,0,0
2763,21,14.0,1.27,0,-0.87,11,0,1,0
2764,22,6.0,130.62,0,-0.433,1,0,0,0
2765,48,18.0,7.06,2,-0.405,21,0,0,0
2766,37,13.0,2.92,0,0.429,18,1,0,0
2767,15,17.0,14.53,0,-0.894,7,0,0,0
2768,35,21.0,41.87,0,-0.509,13,1,1,0
2769,71,10.0,23.91,0,-0.447,3,0,0,0
2770,32,16.0,34.8,1,0.103,9,0,1,0
2771,11,14.0,5.28,0,-0.511,17,0,1,0
2772,10,18.0,15.92,2,-0.735,2,0,0,0
2773,57,15.0,6.17,0,-0.484,15,0,0,0
2774,25,24.0,15.66,0,-0.156,9,0,1,0
2775,2,14.0,72.9,0,0.051,7,0,0,0
2776,64,16.0,51.38,0,-0.927,19,0,0,0
2777,35,17.0,24.39,2,-0.38,11,0,0,0
2778,7,16.0,18.17,0,0.528,24,1,0,0
2779,18,14.0,360.16,0,0.195,21,0,0,0
2780,67,14.0,87.63,0,-0.088,18,1,0,0
2781,42,10.0,103.57,2,-0.094,17,0,1,0
2782,39,21.0,1.6,1,-0.262,22,0,0,0
2783,41,27.0,3.69,2,-0.316,4,0,0,0
2784,24,10.0,74.82,0,-0.199,2,0,0,0
2785,60,17.0,12.78,1,0.738,17,0,0,0
2786,46,13.0,33.27,0,-0.062,23,0,0,0
2787,19,11.0,5.88,4,0.339,20,0,0,1
2788,68,11.0,11.69,2,0.616,1,1,1,0
2789,42,20.0,6.93,0,-0.136,13,0,0,0
2790,32,12.0,54.12,1,0.678,10,0,1,0
2791,39,20.0,80.66,0,0.985,17,0,0,0
2792,36,13.0,3.51,0,0.008,23,0,0,0
2793,36,9.0,19.34,1,-0.195,21,0,0,0
2794,3,20.0,64.44,0,0.612,17,0,0,0
2795,8,17.0,29.89,0,0.298,11,0,1,0
2796,70,14.0,73.18,0,0.226,9,0,0,0
2797,41,8.1,36.42,3,0.772,3,0,0,1
2798,68,11.2,1.09,5,0.299,10,0,1,1
2799,13,12.0,28.77,0,0.283,17,0,2,0
2800,49,17.0,78.37,0,-0.586,16,0,0,0
2801,60,14.0,28.53,0,0.376,16,1,0,0
2802,2,14.0,0.35,0,0.826,15,0,0,0
2803,60,13.0,24.6,0,0.153,13,0,1,0
2804,5,15.0,123.65,0,0.807,2,0,0,0
2805,44,13.4,125.21,3,-0.321,6,0,0,1
2806,27,20.0,49.33,1,-0.915,3,0,0,0
2807,32,16.0,21.95,0,-0.11,24,0,0,0
2808,21,16.0,37.65,0,-0.992,1,1,1,0
